assists,champLevel,combatPlayerScore,creepsPerMinDeltas_0-10,creepsPerMinDeltas_10-20,creepsPerMinDeltas_20-30,creepsPerMinDeltas_30-end,csDiffPerMinDeltas_0-10,csDiffPerMinDeltas_10-20,csDiffPerMinDeltas_20-30,csDiffPerMinDeltas_30-end,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_0-10,damageTakenPerMinDeltas_10-20,damageTakenPerMinDeltas_20-30,damageTakenPerMinDeltas_30-end,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldPerMinDeltas_0-10,goldPerMinDeltas_10-20,goldPerMinDeltas_20-30,goldPerMinDeltas_30-end,goldSpent,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,quadraKills,sightWardsBoughtInGame,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_30-end,xpPerMinDeltas_0-10,xpPerMinDeltas_10-20,xpPerMinDeltas_20-30,xpPerMinDeltas_30-end,DUO,DUO_CARRY,DUO_SUPPORT,NO_ROLE,SOLO,BOTTOM,JUNGLE,MIDDLE,NO_LANE,TOP
14.0,11.0,0.0,2.3,2.3,0.0,0.0,0.4,1.15,0.0,0.0,4134.0,4134.0,3037.0,-165.35000000000005,-801.5500000000003,0.0,0.0,228.0,697.6,0.0,0.0,3.0,0.0,0,0,1,0,0,0,6705.0,248.0,372.1,0.0,0.0,5850.0,0.0,3034.0,3094.0,1042.0,3133.0,0.0,1036.0,3340.0,1.0,3.0,440.0,2.0,1.0,872.0,4862.0,1374.0,4535.0,0.0,0.0,0.0,0.0,3.0,0.0,8000.0,8200.0,29023.0,10866.0,4677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,41620.0,12240.0,9256.0,847.0,46.0,0.0,0.0,129.0,2.0,0.0,7735.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,1,21.250000000000032,111.74999999999996,0.0,0.0,299.3,431.4,0.0,0.0,1,0,0,0,0,0,0,0,0,1
6.0,9.0,0.0,1.4,0.0,0.0,0.0,2.48,0.0,0.0,0.0,3604.0,3604.0,2486.0,-182.14000000000004,0.0,0.0,0.0,375.20000000000016,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,5731.0,350.7,0.0,0.0,0.0,3400.0,0.0,1056.0,3027.0,1001.0,0.0,0.0,0.0,3340.0,1.0,6.0,0.0,4.0,1.0,430.0,10061.0,2233.0,428.0,0.0,0.0,0.0,0.0,2.0,0.0,8200.0,8100.0,11177.0,1975.0,5565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21239.0,4208.0,5993.0,2555.0,27.0,0.0,0.0,74.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,223.82,0.0,0.0,0.0,275.70000000000005,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
7.0,12.0,0.0,5.9,0.0,0.0,0.0,2.16,0.0,0.0,0.0,3320.0,3320.0,2782.0,-201.82000000000005,0.0,0.0,0.0,379.4,0.0,0.0,0.0,1.0,2.0,0,1,0,1,0,0,9504.0,448.4,0.0,0.0,0.0,7575.0,1.0,0.0,3041.0,2031.0,3020.0,3145.0,3285.0,3340.0,1.0,16.0,0.0,16.0,2.0,131.0,36890.0,15059.0,4455.0,0.0,0.0,0.0,0.0,4.0,0.0,8200.0,8100.0,9286.0,2496.0,3976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,65216.0,23417.0,8431.0,2109.0,89.0,0.0,0.0,63.0,3.0,0.0,19040.0,5861.0,0.0,1.0,0.0,12.0,1.0,0.0,8.0,1,152.85999999999996,0.0,0.0,0.0,510.4,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
32.0,13.0,0.0,0.0,0.3,0.0,0.0,1.95,-2.220446049250313e-16,0.0,0.0,5493.0,2859.0,3833.0,-133.05,-10.100000000000025,0.0,0.0,321.9,664.5999999999998,0.0,0.0,2.0,1.0,0,0,1,0,1,0,10032.0,265.2,437.1,0.0,0.0,7300.0,0.0,3303.0,3107.0,3504.0,3041.0,3158.0,0.0,3340.0,2.0,6.0,0.0,4.0,2.0,547.0,22564.0,11084.0,6043.0,0.0,0.0,0.0,0.0,4.0,0.0,8200.0,8100.0,5668.0,1805.0,4619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,30490.0,13313.0,10874.0,14963.0,7.0,0.0,0.0,165.0,9.0,0.0,2257.0,423.0,210.0,0.0,0.0,4.0,0.0,0.0,4.0,1,133.79999999999998,88.05000000000004,0.0,0.0,303.4,513.2,0.0,0.0,0,0,1,0,0,1,0,0,0,0
5.0,11.0,0.0,5.6999999999999975,0.0,0.0,0.0,1.5399999999999996,0.0,0.0,0.0,3790.0,3790.0,8885.0,-160.2399999999999,0.0,0.0,0.0,601.1,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,8406.0,368.4,0.0,0.0,0.0,7100.0,1.0,3074.0,1055.0,0.0,3047.0,3751.0,1031.0,3340.0,1.0,9.0,0.0,8.0,1.0,796.0,5029.0,1845.0,2961.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,64722.0,12318.0,10034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,69752.0,14163.0,13773.0,3350.0,106.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,778.0,2.0,0.0,0.0,0.0,0.0,0.0,1,96.44,0.0,0.0,0.0,453.3,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
1.0,13.0,0.0,1.0,0.7,1.3,0.0,0.9,0.0,0.2,0.0,2823.0,2823.0,15461.0,-47.59999999999998,-85.70000000000005,-545.4,0.0,332.4,581.9,540.2,0.0,4.0,0.0,0,0,0,0,0,0,8248.0,168.7,285.5,273.0,0.0,2900.0,0.0,1055.0,1028.0,1055.0,1055.0,1055.0,1028.0,3364.0,0.0,0.0,0.0,0.0,0.0,632.0,506.0,181.0,3273.0,0.0,0.0,0.0,0.0,1.0,0.0,8100.0,8000.0,26154.0,2952.0,11493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,26704.0,3177.0,14767.0,2690.0,30.0,0.0,0.0,251.0,2.0,0.0,44.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,55.899999999999984,-199.8,103.8,0.0,334.2,195.8,366.4,0.0,0,0,0,0,1,0,0,1,0,0
2.0,13.0,0.0,6.2,0.0,0.0,0.0,1.3600000000000003,0.0,0.0,0.0,6853.0,6853.0,2888.0,-186.38,0.0,0.0,0.0,190.6,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,10199.0,356.5,0.0,0.0,0.0,9350.0,0.0,3285.0,1056.0,3089.0,3020.0,3113.0,0.0,3340.0,1.0,10.0,0.0,10.0,3.0,0.0,46133.0,8806.0,4844.0,8.0,4.0,4.0,0.0,3.0,0.0,8200.0,8100.0,16590.0,2123.0,2702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,96176.0,17627.0,7546.0,2585.0,130.0,0.0,0.0,40.0,1.0,1.0,33452.0,6696.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,95.81999999999998,0.0,0.0,0.0,547.9000000000002,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
10.0,12.0,0.0,3.3,0.0,0.0,0.0,2.0800000000000005,0.0,0.0,0.0,2291.0,2291.0,14448.0,-264.96000000000004,0.0,0.0,0.0,612.9,0.0,0.0,0.0,3.0,1.0,0,0,0,0,0,0,8674.0,378.2,0.0,0.0,0.0,8300.0,0.0,1054.0,3071.0,3111.0,3065.0,3024.0,0.0,3340.0,2.0,10.0,0.0,7.0,2.0,638.0,1334.0,1334.0,4591.0,11.0,0.0,7.0,0.0,4.0,0.0,8400.0,8200.0,55562.0,15864.0,14454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,59651.0,18443.0,19117.0,4324.0,53.0,0.0,0.0,97.0,2.0,0.0,2754.0,1244.0,72.0,0.0,0.0,3.0,0.0,0.0,2.0,1,102.14,0.0,0.0,0.0,378.6,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
3.0,12.0,0.0,2.1,0.0,0.0,0.0,0.7599999999999999,0.0,0.0,0.0,3555.0,3555.0,6258.0,-38.499999999999936,0.0,0.0,0.0,371.6,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,7932.0,262.4,0.0,0.0,0.0,6750.0,0.0,1026.0,1026.0,1027.0,3020.0,3089.0,0.0,3340.0,1.0,5.0,0.0,4.0,1.0,639.0,11604.0,4275.0,1434.0,0.0,0.0,0.0,0.0,1.0,0.0,8200.0,8100.0,19884.0,2766.0,6938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,34488.0,7042.0,8373.0,3457.0,39.0,0.0,0.0,113.0,2.0,0.0,3000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,114.88,0.0,0.0,0.0,418.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
1.0,12.0,0.0,3.5,8.1,0.0,0.0,1.4,3.3,0.0,0.0,12925.0,10258.0,3800.0,113.65000000000003,342.75000000000006,0.0,0.0,252.9,661.4000000000002,0.0,0.0,2.0,0.0,0,0,0,1,0,0,9254.0,274.1,563.5,0.0,0.0,8000.0,1.0,1055.0,3031.0,3006.0,1053.0,2015.0,1038.0,3363.0,2.0,5.0,879.0,3.0,1.0,733.0,4731.0,847.0,3905.0,12.0,8.0,0.0,0.0,2.0,0.0,8000.0,8200.0,88247.0,13668.0,5104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,92979.0,14515.0,9178.0,1290.0,123.0,0.0,0.0,98.0,3.0,0.0,0.0,0.0,169.0,1.0,0.0,9.0,0.0,0.0,7.0,1,94.70000000000002,34.849999999999994,0.0,0.0,333.2,508.8,0.0,0.0,0,1,0,0,0,1,0,0,0,0
7.0,9.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128.0,2128.0,3095.0,0.0,0.0,0.0,0.0,477.1,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,5270.0,374.20000000000016,0.0,0.0,0.0,2500.0,0.0,3133.0,1053.0,1001.0,0.0,0.0,0.0,3340.0,1.0,4.0,0.0,4.0,2.0,0.0,371.0,287.0,808.0,4.0,4.0,0.0,0.0,3.0,0.0,8400.0,8200.0,38613.0,5121.0,4675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38985.0,5409.0,5483.0,1125.0,48.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,442.1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
14.0,10.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5745.0,5745.0,3473.0,0.0,0.0,0.0,0.0,490.5,0.0,0.0,0.0,2.0,5.0,0,1,0,0,0,0,8956.0,590.8,0.0,0.0,0.0,8550.0,0.0,1055.0,3147.0,3144.0,3087.0,3145.0,0.0,3340.0,2.0,16.0,377.0,11.0,3.0,622.0,11369.0,5027.0,961.0,0.0,0.0,0.0,0.0,3.0,0.0,8400.0,8200.0,38360.0,12699.0,6164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,49729.0,17727.0,8126.0,994.0,55.0,0.0,0.0,198.0,2.0,1.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,532.2,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0
10.0,11.0,0.0,1.8,0.0,0.0,0.0,1.2500000000000002,0.0,0.0,0.0,2325.0,2325.0,4345.0,-162.45,0.0,0.0,0.0,336.5,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,7801.0,303.5,0.0,0.0,0.0,6750.0,0.0,1054.0,3071.0,3111.0,1011.0,2003.0,1011.0,3340.0,1.0,4.0,0.0,4.0,1.0,0.0,541.0,541.0,2088.0,0.0,0.0,0.0,0.0,4.0,0.0,8400.0,8200.0,26718.0,5540.0,5976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27722.0,6544.0,8064.0,2133.0,33.0,0.0,0.0,45.0,2.0,0.0,461.0,461.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,176.25000000000003,0.0,0.0,0.0,378.3,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
4.0,10.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.0,1455.0,5374.0,0.0,0.0,0.0,0.0,364.7,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,5566.0,203.9,0.0,0.0,0.0,3050.0,0.0,1055.0,3047.0,3133.0,1029.0,0.0,0.0,3340.0,0.0,1.0,0.0,0.0,1.0,588.0,316.0,116.0,2770.0,0.0,0.0,0.0,0.0,1.0,0.0,8100.0,8000.0,22095.0,3046.0,3608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22411.0,3163.0,6378.0,1207.0,26.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,432.6,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
6.0,11.0,0.0,6.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,3082.0,3082.0,4106.0,-218.3,0.0,0.0,0.0,303.1,0.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,7867.0,510.8,0.0,0.0,0.0,6200.0,0.0,1054.0,3077.0,3006.0,3071.0,1028.0,0.0,3340.0,1.0,9.0,0.0,9.0,3.0,0.0,684.0,684.0,678.0,12.0,5.0,4.0,0.0,2.0,0.0,8400.0,8200.0,55965.0,8955.0,6283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,58499.0,9849.0,6962.0,1728.0,74.0,0.0,0.0,66.0,2.0,1.0,1849.0,209.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1,372.4,0.0,0.0,0.0,560.4,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
