assists,champLevel,combatPlayerScore,creepsPerMinDeltas_0-10,creepsPerMinDeltas_10-20,creepsPerMinDeltas_20-30,creepsPerMinDeltas_30-end,csDiffPerMinDeltas_0-10,csDiffPerMinDeltas_10-20,csDiffPerMinDeltas_20-30,csDiffPerMinDeltas_30-end,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_30-end,damageTakenPerMinDeltas_0-10,damageTakenPerMinDeltas_10-20,damageTakenPerMinDeltas_20-30,damageTakenPerMinDeltas_30-end,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldPerMinDeltas_0-10,goldPerMinDeltas_10-20,goldPerMinDeltas_20-30,goldPerMinDeltas_30-end,goldSpent,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,objectivePlayerScore,participantId,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,quadraKills,sightWardsBoughtInGame,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_30-end,xpPerMinDeltas_0-10,xpPerMinDeltas_10-20,xpPerMinDeltas_20-30,xpPerMinDeltas_30-end,DUO,DUO_CARRY,DUO_SUPPORT,NO_ROLE,SOLO,BOTTOM,JUNGLE,MIDDLE,NO_LANE,TOP
5.0,7.0,0.0,1.1,0.0,0.0,0.0,3.4399999999999995,0.0,0.0,0.0,1070.0,1070.0,5822.0,-206.54,0.0,0.0,0.0,454.5,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,4212.0,303.0,0.0,0.0,0.0,650.0,0.0,1055.0,2003.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0,0.0,0.0,170.0,386.0,226.0,120.0,0.0,0.0,0.0,0.0,4.0,0.0,8400.0,8200.0,8570.0,1048.0,5550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8957.0,1274.0,5671.0,258.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,311.2600000000001,0.0,0.0,0.0,267.6,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
2.0,8.0,0.0,0.4,0.0,0.0,0.0,2.04,0.0,0.0,0.0,3281.0,3281.0,5655.0,-64.45999999999995,0.0,0.0,0.0,326.6,0.0,0.0,0.0,4.0,0.0,0,0,0,0,1,0,6214.0,237.2,0.0,0.0,0.0,450.0,0.0,1055.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,2.0,0.0,0.0,1.0,337.0,300.0,60.0,287.0,0.0,0.0,0.0,0.0,4.0,0.0,8100.0,8000.0,13065.0,1670.0,6315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13441.0,1806.0,6603.0,1720.0,9.0,0.0,0.0,7.0,1.0,0.0,75.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,173.75999999999996,0.0,0.0,0.0,191.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
0.0,16.0,0.0,3.4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,9344.0,9344.0,9150.0,0.0,0.0,0.0,0.0,267.9,413.5,0.0,0.0,0.0,3.0,0,0,0,0,0,0,13773.0,376.1,641.2,0.0,0.0,9150.0,1.0,1053.0,3071.0,3006.0,3072.0,0.0,0.0,3340.0,1.0,21.0,475.0,21.0,3.0,0.0,3706.0,1117.0,3791.0,0.0,0.0,0.0,0.0,5.0,0.0,8000.0,8200.0,84033.0,24840.0,8287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,89220.0,25957.0,12078.0,1865.0,109.0,0.0,0.0,69.0,1.0,1.0,1480.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,604.9,625.4,0.0,0.0,0,1,0,0,0,0,0,1,0,0
0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-2.9599999999999795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4559.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8200.0,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,91.4,0.0,0.0,0.0,108.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
0.0,5.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,4731.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,6229.0,236.9,231.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3341.0,0.0,2.0,0.0,0.0,1.0,245.0,88.0,88.0,564.0,0.0,0.0,0.0,0.0,5.0,0.0,8400.0,8200.0,5479.0,1173.0,3495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5568.0,1261.0,4060.0,362.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,148.7,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0
1.0,11.0,0.0,5.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,6387.0,6387.0,6924.0,28.16000000000001,0.0,0.0,0.0,603.7,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,8627.0,443.9,0.0,0.0,0.0,7800.0,0.0,1055.0,1001.0,3133.0,3071.0,1029.0,3087.0,3340.0,1.0,9.0,368.0,9.0,1.0,403.0,2497.0,553.0,1268.0,0.0,0.0,0.0,0.0,2.0,0.0,8100.0,8000.0,53158.0,8168.0,10918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,57255.0,8841.0,12187.0,5598.0,82.0,0.0,0.0,43.0,1.0,0.0,1599.0,119.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,225.64,0.0,0.0,0.0,545.6,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
15.0,9.0,0.0,1.1,0.0,0.0,0.0,2.98,0.0,0.0,0.0,2616.0,2616.0,1342.0,-368.70000000000016,0.0,0.0,0.0,282.8,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,5386.0,398.20000000000016,0.0,0.0,0.0,4600.0,0.0,1056.0,3010.0,3020.0,3010.0,1026.0,0.0,3340.0,0.0,1.0,0.0,0.0,1.0,659.0,9013.0,3682.0,568.0,0.0,0.0,0.0,0.0,5.0,0.0,8200.0,8100.0,6878.0,468.0,3321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15891.0,4150.0,3889.0,1681.0,12.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,316.22,0.0,0.0,0.0,464.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
2.0,10.0,0.0,3.1,0.0,0.0,0.0,1.94,0.0,0.0,0.0,4277.0,4277.0,4049.0,-69.47999999999999,0.0,0.0,0.0,309.1,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,6653.0,318.6,0.0,0.0,0.0,4600.0,1.0,1054.0,3071.0,0.0,3111.0,0.0,0.0,3340.0,1.0,3.0,0.0,3.0,1.0,474.0,472.0,386.0,316.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,31657.0,2784.0,5988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32315.0,3356.0,6305.0,1240.0,46.0,0.0,0.0,28.0,1.0,0.0,185.0,185.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,183.28,0.0,0.0,0.0,422.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
13.0,10.0,0.0,4.3,0.0,0.0,0.0,3.3,0.0,0.0,0.0,1110.0,1110.0,4240.0,-274.78,0.0,0.0,0.0,424.9,0.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0,7997.0,500.2,0.0,0.0,0.0,5350.0,0.0,1055.0,3047.0,3133.0,2003.0,3087.0,0.0,3340.0,1.0,11.0,300.0,11.0,3.0,0.0,2877.0,556.0,462.0,0.0,0.0,0.0,0.0,3.0,0.0,8100.0,8000.0,32539.0,11148.0,5957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,35532.0,11821.0,6420.0,3612.0,57.0,0.0,0.0,65.0,2.0,1.0,116.0,116.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1,294.5800000000001,0.0,0.0,0.0,447.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
6.0,7.0,0.0,0.6,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1882.0,1882.0,4754.0,-132.98000000000002,0.0,0.0,0.0,294.6,0.0,0.0,0.0,3.0,0.0,0,0,1,0,0,0,4948.0,262.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,1.0,0.0,0.0,1.0,399.0,161.0,161.0,271.0,0.0,0.0,0.0,0.0,5.0,0.0,8400.0,8200.0,6492.0,958.0,4602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6653.0,1120.0,4874.0,125.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,206.9,0.0,0.0,0.0,202.3,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
13.0,10.0,0.0,2.2,0.0,0.0,0.0,1.2999999999999998,0.0,0.0,0.0,2841.0,2841.0,4683.0,-133.65999999999994,0.0,0.0,0.0,327.8,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,6289.0,293.2,0.0,0.0,0.0,5250.0,1.0,1054.0,2003.0,3072.0,1042.0,1001.0,1042.0,3340.0,1.0,3.0,0.0,3.0,1.0,940.0,797.0,797.0,1861.0,0.0,0.0,0.0,0.0,5.0,0.0,8400.0,8200.0,27548.0,8107.0,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34263.0,9497.0,8790.0,1726.0,43.0,0.0,0.0,104.0,3.0,0.0,5917.0,592.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,115.36000000000006,0.0,0.0,0.0,293.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
5.0,10.0,0.0,2.7,0.0,0.0,0.0,2.7200000000000006,0.0,0.0,0.0,3997.0,3997.0,3355.0,-195.24,0.0,0.0,0.0,384.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6018.0,310.5,0.0,0.0,0.0,850.0,0.0,1054.0,1028.0,0.0,0.0,0.0,0.0,3340.0,1.0,3.0,0.0,3.0,1.0,0.0,214.0,214.0,563.0,4.0,0.0,4.0,0.0,5.0,0.0,8400.0,8200.0,28049.0,2219.0,4573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31503.0,2832.0,5137.0,630.0,46.0,0.0,0.0,154.0,1.0,0.0,3239.0,398.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,266.54,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
2.0,13.0,0.0,5.6,0.0,0.0,0.0,3.1,0.0,0.0,0.0,11921.0,11921.0,3438.0,-230.58000000000004,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,10.0,0,1,0,0,0,1,12961.0,605.9000000000002,0.0,0.0,0.0,7550.0,0.0,1055.0,3031.0,3006.0,3087.0,0.0,0.0,3340.0,1.0,32.0,503.0,32.0,4.0,0.0,14171.0,2794.0,2200.0,0.0,0.0,0.0,0.0,5.0,0.0,8000.0,8200.0,91688.0,36492.0,5337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,105859.0,39287.0,7538.0,2859.0,113.0,0.0,0.0,36.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1,282.08,0.0,0.0,0.0,513.9,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
5.0,9.0,0.0,0.4,0.0,0.0,0.0,1.1400000000000003,0.0,0.0,0.0,489.0,489.0,1695.0,-52.999999999999936,0.0,0.0,0.0,328.6,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,5052.0,180.2,0.0,0.0,0.0,1350.0,0.0,2003.0,3098.0,1001.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0,0.0,0.0,423.0,4164.0,1384.0,2280.0,0.0,0.0,0.0,0.0,1.0,0.0,8200.0,8100.0,7358.0,516.0,3756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11523.0,1901.0,6384.0,194.0,7.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.540000000000004,0.0,0.0,0.0,192.2,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
11.0,13.0,0.0,3.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,5197.0,5197.0,4744.0,0.0,0.0,0.0,0.0,292.4,765.5,0.0,0.0,4.0,2.0,0,0,0,0,1,0,11797.0,389.3,561.9,0.0,0.0,9350.0,0.0,1056.0,3285.0,3020.0,3089.0,3113.0,0.0,3340.0,3.0,16.0,0.0,6.0,2.0,674.0,58504.0,15705.0,2565.0,12.0,4.0,8.0,0.0,5.0,0.0,8200.0,8100.0,14737.0,3877.0,9659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,97738.0,26325.0,12225.0,3076.0,89.0,0.0,0.0,92.0,2.0,0.0,24495.0,6743.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,388.2,487.9,0.0,0.0,1,0,0,0,0,0,0,1,0,0
2.0,12.0,0.0,3.6,0.0,0.0,0.0,1.92,0.0,0.0,0.0,5917.0,5917.0,18712.0,-65.03999999999999,0.0,0.0,0.0,714.0999999999997,0.0,0.0,0.0,5.0,0.0,0,1,0,1,0,0,9332.0,362.8,0.0,0.0,0.0,8150.0,1.0,1054.0,3071.0,1029.0,3067.0,3068.0,2003.0,3340.0,2.0,9.0,0.0,4.0,1.0,362.0,5727.0,3231.0,3381.0,0.0,0.0,0.0,0.0,5.0,0.0,8400.0,8200.0,66185.0,13532.0,17570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,73470.0,16811.0,20952.0,2199.0,75.0,0.0,0.0,61.0,2.0,0.0,1557.0,47.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,137.95999999999998,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
8.0,11.0,0.0,2.5,0.0,0.0,0.0,0.2800000000000001,0.0,0.0,0.0,3769.0,3769.0,2597.0,-129.87999999999997,0.0,0.0,0.0,278.8,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,6820.0,218.2,0.0,0.0,0.0,5800.0,0.0,1055.0,3006.0,3133.0,3094.0,0.0,0.0,3340.0,1.0,4.0,299.0,4.0,1.0,0.0,8246.0,1150.0,1224.0,0.0,0.0,0.0,0.0,2.0,0.0,8000.0,8200.0,37923.0,10842.0,4766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46170.0,11993.0,5991.0,1430.0,65.0,0.0,0.0,151.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1,107.96,0.0,0.0,0.0,395.5,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
0.0,2.0,0.0,0.1,0.0,0.0,0.0,1.24,0.0,0.0,0.0,481.0,481.0,1303.0,-114.22000000000006,0.0,0.0,0.0,187.1,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,4147.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,8100.0,8000.0,977.0,58.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.0,58.0,1871.0,53.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,185.78000000000003,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
8.0,8.0,0.0,2.2,0.0,0.0,0.0,2.16,0.0,0.0,0.0,1672.0,1672.0,5375.0,-92.34,0.0,0.0,0.0,509.8,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,5622.0,280.79999999999995,0.0,0.0,0.0,4550.0,0.0,1055.0,3742.0,1001.0,0.0,1055.0,1055.0,3340.0,1.0,4.0,0.0,4.0,2.0,172.0,367.0,187.0,665.0,0.0,0.0,0.0,0.0,1.0,0.0,8100.0,8000.0,21073.0,4467.0,8083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21546.0,4760.0,8749.0,3272.0,25.0,0.0,0.0,42.0,1.0,0.0,104.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,200.2,0.0,0.0,0.0,315.2000000000001,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
2.0,12.0,0.0,1.2,6.3000000000000025,0.0,0.0,-0.8999999999999999,4.4,0.0,0.0,11108.0,11108.0,5986.0,142.0,-405.9,0.0,0.0,479.6,775.3,0.0,0.0,7.0,0.0,0,0,0,0,0,0,7805.0,144.4,505.9,0.0,0.0,6700.0,1.0,3142.0,0.0,2003.0,3087.0,3006.0,0.0,3340.0,0.0,3.0,360.0,0.0,1.0,270.0,5949.0,613.0,4331.0,4.0,0.0,4.0,0.0,4.0,0.0,8100.0,8000.0,65447.0,4326.0,9349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,71458.0,5001.0,15680.0,3834.0,76.0,0.0,0.0,47.0,1.0,0.0,61.0,61.0,2000.0,2.0,0.0,0.0,0.0,0.0,1.0,1,-77.69999999999997,315.69999999999993,0.0,0.0,229.5,649.5999999999998,0.0,0.0,0,0,0,1,0,0,1,0,0,0
12.0,8.0,0.0,0.2,0.0,0.0,0.0,2.1,0.0,0.0,0.0,211.0,211.0,5761.0,-204.98,0.0,0.0,0.0,205.8,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,5704.0,228.9,0.0,0.0,0.0,2900.0,0.0,3742.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,1.0,0.0,0.0,1.0,232.0,0.0,0.0,846.0,0.0,0.0,0.0,0.0,4.0,0.0,8100.0,8000.0,7414.0,2397.0,4257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10350.0,2463.0,5103.0,899.0,7.0,0.0,0.0,0.0,1.0,0.0,2936.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,209.04000000000005,0.0,0.0,0.0,107.6,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
6.0,11.0,0.0,4.3,0.0,0.0,0.0,1.85,0.0,0.0,0.0,9184.0,9184.0,4989.0,-97.85,0.0,0.0,0.0,378.5,0.0,0.0,0.0,2.0,8.0,0,1,1,0,0,1,11577.0,596.8,0.0,0.0,0.0,6550.0,0.0,3072.0,1055.0,3006.0,3044.0,0.0,0.0,3340.0,2.0,25.0,403.0,13.0,3.0,353.0,6036.0,1109.0,621.0,0.0,0.0,0.0,0.0,2.0,0.0,8000.0,8200.0,58366.0,24596.0,8964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71502.0,25706.0,9585.0,1847.0,55.0,0.0,0.0,103.0,1.0,1.0,7100.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1,187.55,0.0,0.0,0.0,461.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
5.0,12.0,0.0,2.1,0.0,0.0,0.0,2.1,0.0,0.0,0.0,10846.0,10846.0,8004.0,-174.04999999999995,0.0,0.0,0.0,336.5,0.0,0.0,0.0,1.0,6.0,0,1,0,1,0,1,11552.0,496.70000000000016,0.0,0.0,0.0,6150.0,1.0,1055.0,3072.0,3006.0,1053.0,0.0,0.0,3340.0,2.0,23.0,216.0,12.0,3.0,632.0,639.0,529.0,2643.0,0.0,0.0,0.0,0.0,3.0,0.0,8000.0,8200.0,63050.0,24868.0,10619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,64229.0,25397.0,13327.0,2179.0,50.0,0.0,0.0,28.0,1.0,2.0,540.0,0.0,64.0,4.0,0.0,0.0,0.0,0.0,0.0,1,233.45,0.0,0.0,0.0,397.4,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
4.0,13.0,0.0,2.7,0.0,0.0,0.0,2.24,0.0,0.0,0.0,6646.0,6646.0,7496.0,-168.14,0.0,0.0,0.0,421.3,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,9440.0,369.9,0.0,0.0,0.0,5300.0,1.0,1054.0,3071.0,3111.0,1029.0,1028.0,0.0,3340.0,1.0,17.0,0.0,17.0,2.0,1116.0,1259.0,1259.0,1569.0,0.0,0.0,0.0,0.0,2.0,0.0,8400.0,8200.0,49475.0,13075.0,8279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,51650.0,15250.0,9849.0,2804.0,63.0,0.0,0.0,58.0,1.0,0.0,915.0,915.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,249.58,0.0,0.0,0.0,519.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
5.0,10.0,0.0,2.9,0.0,0.0,0.0,1.7200000000000002,0.0,0.0,0.0,4407.0,4407.0,11100.0,24.90000000000001,0.0,0.0,0.0,468.2,0.0,0.0,0.0,5.0,0.0,0,0,0,0,1,0,7859.0,359.9,0.0,0.0,0.0,7850.0,0.0,3071.0,1036.0,1036.0,1036.0,1036.0,3742.0,3340.0,1.0,4.0,0.0,2.0,1.0,253.0,550.0,380.0,2589.0,4.0,0.0,1.0,0.0,1.0,0.0,8100.0,8000.0,48295.0,7387.0,8666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,48903.0,7825.0,11255.0,3660.0,58.0,0.0,0.0,58.0,2.0,0.0,57.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,179.28000000000003,0.0,0.0,0.0,293.8,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
8.0,12.0,0.0,4.300000000000002,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2442.0,2442.0,10269.0,-89.21999999999996,0.0,0.0,0.0,596.8,0.0,0.0,0.0,0.0,8.0,0,0,1,0,1,0,10823.0,465.0,0.0,0.0,0.0,8550.0,0.0,3142.0,2031.0,3134.0,3071.0,3133.0,1001.0,3340.0,1.0,24.0,0.0,24.0,4.0,0.0,1789.0,1789.0,3371.0,0.0,0.0,0.0,0.0,1.0,0.0,8400.0,8200.0,73896.0,28688.0,12720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,79318.0,34110.0,16091.0,5093.0,76.0,0.0,0.0,307.0,2.0,3.0,3632.0,3632.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1,219.04,0.0,0.0,0.0,389.7,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
9.0,9.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3860.0,3860.0,1631.0,-99.22,0.0,0.0,0.0,160.5,0.0,0.0,0.0,1.0,2.0,0,0,1,0,0,1,8915.0,415.3,0.0,0.0,0.0,8610.0,0.0,1056.0,3027.0,3285.0,3020.0,1028.0,1052.0,3340.0,1.0,10.0,0.0,10.0,3.0,889.0,20346.0,8155.0,1158.0,4.0,0.0,4.0,0.0,5.0,0.0,8200.0,8100.0,10844.0,3643.0,3244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,42001.0,15473.0,5402.0,1935.0,48.0,0.0,0.0,32.0,3.0,1.0,10810.0,3674.0,1000.0,3.0,0.0,10.0,2.0,0.0,5.0,1,178.04,0.0,0.0,0.0,374.70000000000016,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
9.0,16.0,0.0,2.3,4.6,0.0,0.0,0.05000000000000005,1.8000000000000005,0.0,0.0,4046.0,2831.0,14751.0,-34.249999999999986,-91.45000000000003,0.0,0.0,448.1,719.8,0.0,0.0,1.0,2.0,0,0,0,0,0,0,11147.0,234.6,423.6,0.0,0.0,8700.0,0.0,2003.0,1054.0,3071.0,3111.0,3065.0,1031.0,3340.0,1.0,12.0,0.0,11.0,2.0,1491.0,1685.0,1685.0,5373.0,5.0,4.0,0.0,0.0,4.0,0.0,8400.0,8200.0,71636.0,16497.0,14164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,80068.0,20314.0,20590.0,5757.0,85.0,0.0,0.0,173.0,2.0,0.0,6746.0,2131.0,1051.0,2.0,0.0,8.0,0.0,0.0,6.0,1,-59.70000000000003,311.95,0.0,0.0,299.2999999999999,656.9,0.0,0.0,1,0,0,0,0,0,0,0,0,1
